line_id,order_id,book_id,price
88561,2245,9914,2.94
88562,2246,692,17.40
88563,2247,1816,4.12
88564,2248,6020,1.73
88565,2249,9005,15.74
88566,2250,5645,3.51
88567,2251,3952,4.99
88568,2252,2016,3.15
88569,2253,2727,15.04
88570,2254,283,17.41
88571,2255,3083,15.47
88572,2256,398,17.17
88573,2257,2067,7.06
88574,2258,2312,19.59
88575,2259,3055,8.68
88576,2260,3847,8.54
88577,2261,1093,4.20
88578,2262,8398,2.88
88579,2263,5070,16.93
88580,2264,9622,15.69
88581,2265,3659,5.81
88582,2266,5174,9.08
88583,2267,9738,0.27
88584,2268,4929,3.47
88585,2269,6005,3.54
88586,2270,2971,16.06
88587,2271,2397,13.34
88588,2272,7664,8.86
88589,2273,1652,8.26
88590,2274,6906,17.27
88591,2275,5083,13.85
88592,2276,1031,7.71
88593,2277,7225,1.80
88594,2278,5585,4.79
88595,2279,7700,14.83
88596,2280,7015,18.57
88597,2281,8355,19.38
88598,2282,6592,1.10
88599,2283,5530,6.40
88600,2284,1227,11.81
88601,2285,6918,6.74
88602,2286,9121,1.75
88603,2287,10886,12.58
88604,2288,2342,3.30
88605,2289,2163,9.52
88606,2290,8881,11.24
88607,2291,4624,7.83
88608,2292,7917,7.65
88609,2293,8655,14.83
88610,2294,4168,12.96
88611,2295,1287,12.69
88612,2296,9190,4.52
88613,2297,7248,11.59
88614,2298,10493,19.53
88615,2299,599,6.78
88616,2300,5951,13.12
88617,2301,7528,8.28
88618,2302,456,19.25
88619,2303,7672,11.19
88620,2304,8125,19.44
88621,2305,7440,8.55
88622,2306,1462,7.49
88623,2307,5324,5.38
88624,2308,10109,14.72
88625,2309,10617,11.26
88626,2310,10604,1.51
88627,2311,5778,7.39
88628,2312,3212,6.71
88629,2313,9023,0.97
88630,2314,9000,17.99
88631,2315,779,13.04
88632,2316,555,5.86
88633,2317,3523,14.07
88634,2318,6306,14.47
88635,2319,10211,8.35
88636,2320,3733,8.48
88637,2321,1275,6.00
88638,2322,1746,17.68
88639,2323,10561,1.88
88640,2324,6918,16.54
88641,2325,2996,17.31
88642,2326,5790,0.10
88643,2327,5159,6.06
88644,2328,1395,14.34
88645,2329,2331,17.91
88646,2330,9464,11.30
88647,2331,3055,13.54
88648,2332,6246,15.51
88649,2333,2164,12.90
88650,2334,7143,5.49
88651,2335,4978,8.25
88652,2336,8029,7.39
88653,2337,7611,6.22
88654,2338,5585,11.54
88655,2339,4226,3.35
88656,2340,7773,19.80
88657,2341,9508,6.04
88658,2342,10543,16.61
88659,2343,3464,1.29
88660,2344,4314,14.91
88661,2345,6272,11.65
88662,2346,2459,7.15
88663,2347,1384,10.99
88664,2348,4163,4.44
88665,2349,11003,5.55
88666,2350,4683,5.44
88667,2351,1074,13.34
88668,2352,499,4.47
88669,2353,10943,4.93
88670,2354,3138,13.41
88671,2355,5635,10.41
88672,2356,923,17.07
88673,2357,199,10.59
88674,2358,6600,7.55
88675,2359,1210,8.21
88676,2360,8085,8.02
88677,2361,9194,18.56
88678,2362,1786,0.37
88679,2363,6805,0.04
88680,2364,1948,17.39
88681,2365,9147,10.04
88682,2366,483,14.22
88683,2367,4736,19.89
88684,2368,7738,9.88
88685,2369,4260,8.65
88686,2370,155,15.44
88687,2371,9111,15.55
88688,2372,4797,16.46
88689,2373,9150,12.84
88690,2374,8276,15.84
88691,2375,8123,5.46
88692,2376,1959,1.21
88693,2377,8622,13.84
88694,2378,1522,12.14
88695,2379,6953,6.06
88696,2380,7133,5.92
88697,2381,6189,17.86
88698,2382,8877,6.18
88699,2383,1684,16.60
88700,2384,7738,19.74
88701,2385,9458,5.77
88702,2386,9924,11.88
88703,2387,3282,13.85
88704,2388,6416,16.13
88705,2389,3355,1.77
88706,2390,5994,8.55
88707,2391,5793,6.42
88708,2392,482,5.07
88709,2393,1527,18.51
88710,2394,2414,6.15
88711,2395,9858,10.15
88712,2396,9793,17.55
88713,2397,8320,2.12
88714,2398,3187,2.28
88715,2399,7911,4.26
88716,2400,10364,0.37
88717,2401,3319,8.71
88718,2402,3152,2.19
88719,2403,7761,3.18
88720,2404,7823,0.75
88721,2405,887,5.71
88722,2406,2084,1.61
88723,2407,9353,19.22
88724,2408,3161,10.74
88725,2409,9261,11.01
88726,2410,2857,12.63
88727,2411,4303,0.79
88728,2412,414,1.35
88729,2413,2513,18.53
88730,2414,10638,20.00
88731,2415,1461,13.13
88732,2416,9898,9.55
88733,2417,8000,3.24
88734,2418,7275,15.65
88735,2419,10593,8.24
88736,2420,2260,15.60
88737,2421,3232,2.25
88738,2422,7693,2.38
88739,2423,5793,4.93
88740,2424,7452,12.19
88741,2425,420,7.21
88742,2426,7673,7.32
88743,2427,8485,14.27
88744,2428,3128,5.28
88745,2429,5314,11.90
88746,2430,6048,18.64
88747,2431,321,6.97
88748,2432,7294,4.65
88749,2433,2175,5.60
88750,2434,9052,4.55
88751,2435,7749,16.00
88752,2436,10132,3.06
88753,2437,365,14.11
88754,2438,4763,0.48
88755,2439,9315,2.26
88756,2440,593,18.55
88757,2441,5306,12.05
88758,2442,6466,1.96
88759,2443,8325,8.92
88760,2444,10961,11.75
88761,2445,10938,3.04
88762,2446,9018,11.93
88763,2447,6138,19.36
88764,2448,2069,0.50
88765,2449,6316,15.26
88766,2450,1244,5.40
88767,2451,161,5.24
88768,2452,2982,11.06
88769,2453,10706,3.02
88770,2454,9654,17.71
88771,2455,9187,9.42
88772,2456,9775,19.58
88773,2457,2895,7.27
88774,2458,408,1.86
88775,2459,3944,9.87
88776,2460,4497,10.80
88777,2461,5433,16.41
88778,2462,7106,14.62
88779,2463,8236,10.14
88780,2464,3509,1.10
88781,2465,3666,9.64
88782,2466,4686,13.19
88783,2467,395,3.96
88784,2468,9840,16.54
88785,2469,5371,18.64
88786,2470,2348,5.19
88787,2471,7396,10.90
88788,2472,8127,0.34
88789,2473,9958,8.46
88790,2474,4781,17.59
88791,2475,1208,18.08
88792,2476,2167,5.23
88793,2477,8038,16.56
88794,2478,10828,7.62
88795,2479,10977,15.78
88796,2480,10963,11.18
88797,2481,9354,10.51
88798,2482,1163,18.93
88799,2483,4675,5.20
88800,2484,455,8.47
88801,2485,11070,14.08
88802,2486,5956,11.28
88803,2487,2393,7.65
88804,2488,2983,3.85
88805,2489,1759,4.26
88806,2490,6576,6.32
88807,2491,8969,1.65
88808,2492,11068,14.51
88809,2493,7170,0.89
88810,2494,3233,6.37
88811,2495,8025,13.00
88812,2496,968,9.69
88813,2497,1810,7.18
88814,2498,3410,9.11
88815,2499,3986,8.49
88816,2500,526,19.26
89458,6682,3121,8.05
89459,10965,10938,18.29
89460,11346,1015,9.10
89461,10312,899,8.05
89462,2345,8093,12.70
89463,6450,9647,6.66
89464,317,5924,13.20
89465,4978,7080,3.58
89466,4705,517,4.59
89467,2125,9072,1.47
89468,781,10069,10.44
89469,9028,5825,12.29
89470,4881,3851,14.54
89471,4160,4956,4.46
89472,11347,7135,4.04
89473,6975,10880,17.70
89474,8799,1157,10.31
89475,7056,10610,15.27
89476,10318,9690,6.99
89477,6405,9936,9.20
89478,6507,4248,18.06
89479,8597,3500,11.34
89480,4956,822,7.27
89481,1872,6555,18.80
89482,2439,2282,0.39
89483,8761,8219,13.73
89484,9401,2890,5.83
89485,9668,4030,16.07
89486,5020,1483,13.18
89487,4739,9911,8.91
89488,10933,679,5.94
89489,1306,5843,12.35
89490,9067,5968,13.47
89491,7286,9369,4.03
89492,8591,6735,0.35
89493,10963,10199,11.48
89494,2077,6501,18.23
89495,6798,9627,6.32
89496,431,2036,18.08
89497,1997,6470,17.92
89498,1989,4211,17.62
89499,6645,5166,6.20
89500,9356,745,6.46
89501,6324,9610,6.13
89502,352,17,19.90
89503,1061,7720,9.12
89504,1222,2458,1.82
89505,10632,8704,17.94
89506,9466,9259,2.92
89507,6487,7912,10.81
89508,6489,5706,10.97
89509,8719,1220,10.65
89510,1950,406,3.33
89511,10369,9487,4.95
89512,1068,6921,1.88
89513,1444,8683,17.70
89514,387,2200,19.44
89515,2291,1012,8.74
89516,6995,6428,17.40
89517,1362,10605,14.93
89518,499,8650,17.36
89519,1427,5562,9.61
89520,10573,9191,2.21
89521,7105,9882,8.42
89522,9648,2318,0.43
89523,7140,10509,14.04
89524,7030,659,5.51
89525,8605,2023,17.76
89526,2129,5802,11.72
89527,4679,10625,15.05
89528,9511,5370,7.81
89529,10821,2350,0.67
89530,945,9745,7.11
89531,6237,5177,6.06
89532,500,4852,3.12
89533,2208,10788,16.47
89534,5264,3719,12.94
89535,8497,6809,0.70
89536,10803,5178,6.03
89537,1954,6672,19.45
89538,9702,5676,10.49
89539,115,8679,17.46
89540,4620,4384,18.86
89541,11042,8063,11.90
89542,10558,9912,8.52
89543,4706,3979,15.20
89544,1114,8115,12.28
89545,1730,4804,2.52
89546,11429,4233,17.39
89547,9432,5517,8.92
89548,11288,5379,7.67
89549,2338,9750,6.95
89550,6892,3811,13.58
89551,319,10724,15.70
89552,10430,75,19.99
89553,2168,6780,0.24
89554,2204,1008,8.36
89555,8693,8175,12.77
89556,11286,7953,10.76
89557,2442,1330,11.24
89558,10535,4989,4.11
89559,4435,4719,1.68
89560,6440,8117,12.22
89561,9036,10053,9.58
89562,1892,4810,2.45
89563,5313,4130,16.34
89564,1073,4348,18.29
89565,5081,4473,19.41
89566,9665,4303,17.88
89567,1655,9680,6.21
89568,1561,3363,9.43
89569,4134,11033,18.37
89570,1010,8521,15.79
89571,8771,4235,17.26
89572,585,5509,8.71
89573,4797,777,6.17
89574,4232,8511,15.66
89575,5369,5206,5.96
89576,2259,6239,15.23
89577,150,198,0.95
89578,10952,6825,0.50
89579,4869,3124,7.22
89580,1734,5906,12.22
89581,2225,6874,0.90
89582,10347,8085,11.75
89583,10989,8809,18.25
89584,610,7387,5.47
89585,6822,9533,4.75
89586,2145,1980,16.86
89587,8228,7492,6.40
89588,8242,5317,6.84
89589,6490,4028,15.25
89590,9780,4855,2.68
89591,5490,6991,1.86
89592,11318,1240,10.17
89593,8896,5828,11.39
89594,8617,8901,19.01
89595,7182,2810,4.26
89596,9598,4411,18.64
89597,2161,163,0.44
89598,8669,3931,14.30
89599,9632,686,5.11
89600,10280,3030,6.16
89601,4815,2365,0.18
89602,2223,3619,11.43
89603,6943,10796,15.93
89604,1153,1866,15.65
89605,4586,2827,4.28
89606,10917,4921,3.09
89607,10466,717,5.30
89608,1774,1010,7.92
89609,6463,7278,4.25
89610,9353,3591,11.11
89611,7138,9537,4.53
89612,4977,1937,16.22
89613,2277,2332,19.77
89614,4443,664,4.78
89615,10481,2763,3.64
89616,6778,3014,5.90
89617,18,3081,6.48
89618,8974,2545,1.66
89619,8797,8949,19.21
89620,6373,9045,0.07
89621,6200,4764,1.58
89622,8691,1570,12.87
89623,1644,7987,10.54
89624,1523,8028,10.90
89625,4530,10284,11.18
89626,11333,5880,11.58
89627,348,169,0.26
89628,4769,8534,15.42
89629,10806,9747,6.32
89630,1109,5458,7.77
89631,6577,4802,1.85
89632,2355,6066,13.20
89633,1479,10787,15.62
89634,1300,3884,13.58
89635,2094,4743,1.30
89636,2075,8138,11.81
89637,5255,3608,11.10
89638,8202,7737,8.20
89639,11258,10216,10.47
89640,11019,2063,17.19
89641,4833,5025,3.78
89642,10356,3384,9.02
89643,876,5978,12.32
89644,1582,8574,15.65
89645,2154,9234,1.55
89646,8531,422,2.36
89647,1013,5384,6.95
89648,2199,10417,12.18
89649,782,5269,5.91
89650,6902,4095,15.36
89651,8255,7246,3.67
89652,9782,8081,11.16
89653,1466,4366,17.78
89654,604,7851,9.10
89655,91,5912,11.67
89656,588,1405,11.14
89657,6619,10123,9.49
89658,10770,5119,4.52
89659,7063,8503,14.93
89660,376,10665,14.35
89661,735,2328,19.42
89662,4933,2637,2.20
89663,116,5656,9.30
89664,5206,3916,13.65
89665,10279,3746,12.11
89666,2148,8417,14.06
89667,637,2758,3.18
89668,6268,4197,16.11
89669,10361,8943,18.75
89670,9752,8155,11.67
89671,291,4724,0.84
89672,8314,2198,18.13
89673,9766,3472,9.57
89674,161,547,3.26
89675,4098,2883,4.25
89676,5573,3258,7.60
89677,12,9045,19.61
89678,529,3650,11.12
89679,6272,10882,16.11
89680,9355,4143,15.54
89681,9397,4404,17.88
89682,141,9762,6.03
89683,7243,5776,10.20
89684,8331,9016,19.31
89685,5027,7488,5.55
89686,334,5716,9.63
89687,9478,3336,8.24
89688,728,3550,10.15
89689,9371,10265,10.50
89690,1928,3239,7.35
89691,7118,725,4.73
89692,8987,3735,11.78
89693,6517,4524,18.87
89694,5477,1317,10.03
89695,965,1201,8.99
89696,9267,2305,18.90
89697,95,1525,11.89
89698,687,1996,16.10
89699,131,9697,5.31
89700,1004,8011,10.15
89701,8759,2319,18.99
89702,1799,6918,0.32
89703,6144,10245,10.21
89704,6291,6625,17.67
89705,5384,2088,16.89
89706,1636,34,18.42
89707,4380,2399,19.67
89708,9277,10535,12.79
89709,6397,1413,10.80
89710,10998,934,6.50
89711,971,6026,12.25
89712,6203,2754,2.85
89713,4610,10548,12.86
89714,6583,10061,8.49
89715,1586,1435,10.96
89716,715,3928,13.34
89717,5504,8914,18.14
89718,5085,4268,16.36
89719,1958,5001,2.95
89720,4414,9051,19.31
89721,381,6236,14.02
89722,7270,847,5.58
89723,6369,9820,6.22
89724,6326,2302,18.65
89725,6735,7037,1.20
89726,1513,2086,16.70
89727,6321,10150,9.17
89728,1657,10521,12.50
89729,7148,867,5.72
89730,5485,4227,15.92
89731,4724,7693,7.06
89732,5322,247,0.14
89733,10531,9373,2.14
89734,9488,5004,2.87
89735,6747,6490,16.22
89736,4879,8065,10.37
89737,961,3188,6.54
89738,8875,8375,13.15
89739,9785,1780,13.88
89740,10635,11068,17.34
89741,5309,4858,1.52
89742,5178,6513,16.39
89743,773,7851,8.39
89744,1921,7181,2.37
89745,8769,10691,13.91
89746,6250,6448,15.77
89747,2019,10037,8.03
89748,9606,5067,3.35
89749,5443,5225,4.75
89750,7093,9334,1.67
89751,7017,4985,2.58
89752,4765,5128,3.85
89753,7294,715,4.19
89754,1432,5261,5.03
89755,6997,8882,17.57
89756,4712,10053,8.10
89757,9708,610,3.22
89758,6684,6492,16.08
89759,323,11000,16.60
89760,5566,4602,19.07
89761,122,10139,8.83
89762,5463,595,3.05
89763,6228,7134,1.82
89764,5229,5548,7.56
89765,256,5528,7.37
89766,2344,7881,8.50
89767,489,2771,2.58
89768,4929,5105,3.54
89769,11411,3252,6.89
89770,865,7595,5.91
89771,9764,8228,11.60
89772,514,8386,13.02
89773,10973,10291,10.13
89774,1220,10420,11.29
89775,8863,4782,0.61
89776,275,394,1.17
89777,8538,4714,19.99
89778,2253,5629,8.20
89779,7124,7650,6.36
89780,1706,947,6.10
89781,6901,9525,3.19
89782,7312,2795,2.71
89783,1086,2715,1.97
89784,4484,990,6.47
89785,885,11098,17.30
89786,9340,10367,10.73
89787,6387,1100,7.43
89788,5502,5357,5.69
89789,4625,1887,14.49
89790,711,8244,11.61
89791,967,5561,7.50
89792,8327,1391,10.01
89793,935,5348,5.57
89794,8373,4577,18.63
89795,9228,6054,11.88
89796,8888,2681,1.57
89797,7096,3846,12.02
89798,8213,740,4.08
89799,4375,5376,5.73
89800,1327,6585,16.60
89801,1649,9138,19.53
89802,1436,1532,11.18
89803,6396,9078,19.00
89804,1533,6289,13.91
89805,294,4554,18.30
89806,1178,2999,4.31
89807,559,4779,0.30
89808,1944,3172,5.84
89809,2061,4668,19.28
89810,9221,2479,19.59
89811,4924,4964,1.91
89812,10584,2870,3.08
89813,6750,7942,8.65
89814,6456,4512,17.81
89815,9521,9818,5.49
89816,8418,6387,14.63
89817,2095,402,0.84
89818,10471,130,18.38
89819,8406,7885,8.07
89820,510,4614,18.67
89821,5409,4826,0.56
89822,8292,8775,16.03
89823,2404,10560,12.06
89824,5266,6957,19.66
89825,2082,4654,18.95
89826,7309,107,18.08
89827,8588,9584,3.24
89828,4854,8487,13.38
89829,6813,6773,17.97
89830,10509,4845,0.64
89831,9223,10269,9.38
89832,8829,2203,16.88
89833,1371,8448,12.99
89834,8681,2862,2.78
89835,10403,10794,14.06
89836,9566,2152,16.40
89837,6589,2650,0.87
89838,4502,7334,2.97
89839,7200,7161,1.40
89840,1738,9464,2.10
89841,6932,4354,16.15
89842,10995,9732,4.45
89843,5220,1138,7.21
89844,6742,6646,16.70
89845,10752,6033,11.18
89846,1036,9346,0.96
89847,1511,7430,3.73
89848,6262,127,18.09
89849,10278,3901,12.00
89850,1521,1851,13.57
89851,10893,4175,14.44
89852,6826,5536,6.67
89853,985,6301,13.54
89854,6859,7188,1.51
89855,8466,5288,4.43
89856,2495,2908,3.04
89857,638,8690,15.00
89858,7185,6305,13.57
89859,2085,8833,16.26
89860,8687,7364,3.05
89861,10504,5125,2.92
89862,8756,9960,6.37
89863,11010,10666,12.72
89864,6716,5394,5.34
89865,10780,5967,10.48
89866,1310,311,19.64
89867,2027,10230,8.78
89868,1011,2972,3.55
89869,4998,6048,11.19
89870,1726,8837,16.25
89871,7078,3303,6.52
89872,6425,571,1.97
89873,8883,5829,9.21
89874,1646,1526,10.52
89875,5423,10396,10.24
89876,5159,6553,15.70
89877,5200,9507,2.23
89878,8924,6342,13.76
89879,10566,6431,14.55
89880,621,1187,7.41
89881,8470,9801,4.80
89882,1149,752,3.46
89883,660,7849,7.22
89884,1577,9462,1.72
89885,6162,5739,8.26
89886,5175,3006,3.69
89887,1549,3565,8.69
89888,5483,8121,9.63
89889,9382,4345,15.69
89890,9429,6706,16.90
89891,690,1378,9.01
89892,2106,6261,12.89
89893,1125,1970,14.32
89894,5439,3361,6.82
89895,10859,6823,17.91
89896,1604,4139,13.78
89897,4975,4922,0.82
89898,5215,7846,7.09
89899,7278,4103,13.45
89900,696,8436,12.39
89901,8646,5214,3.43
89902,783,4441,16.48
89903,6372,9856,5.13
89904,10833,5486,5.85
89905,2367,9133,18.63
89906,5101,456,0.63
89907,6899,3137,4.71
89908,664,10612,11.89
89909,8437,936,4.92
89910,8619,10911,14.57
89911,1202,7420,3.19
89912,6160,1136,6.70
89913,5553,5635,7.13
89914,11316,8718,14.84
89915,6226,6448,14.43
89916,1667,1153,6.84
89917,2472,8603,13.78
89918,5471,6113,11.41
89919,4641,2690,0.64
89920,6734,2796,1.57
89921,8493,8093,9.17
89922,6167,4767,19.29
89923,1880,9600,2.70
89924,4219,2961,3.02
89925,7272,2347,17.49
89926,8909,9460,1.42
89927,8492,4533,17.13
89928,5185,2228,16.40
89929,9603,5865,9.08
89930,4564,715,2.78
89931,839,4427,16.14
89932,908,3454,7.38
89933,8342,1641,11.07
89934,10569,7950,7.77
89935,8649,1931,13.67
89936,1879,11120,16.23
89937,1056,4868,0.03
89938,10253,5665,7.18
89939,1274,7235,1.29
89940,284,6765,17.06
89941,4190,389,19.75
89942,5218,5815,8.51
89943,4663,2920,2.49
89944,1019,4706,18.54
89945,1095,1714,11.65
89946,1532,7579,4.35
89947,984,9490,1.51
89948,600,7824,6.51
89949,1955,4450,16.18
89950,5284,7542,3.96
89951,1409,6919,18.35
89952,2072,8984,16.89
89953,4144,7905,7.19
89954,1042,7500,3.54
89955,6970,9391,0.53
89956,6420,2958,2.72
89957,4483,5592,6.39
89958,4637,6072,10.70
89959,4450,10760,12.83
89960,1974,3850,10.72
89961,565,10188,7.68
89962,5071,7767,5.91
89963,2112,6955,18.61
89964,8737,2685,0.22
89965,6451,3629,8.70
89966,4531,8077,8.67
89967,8939,7229,1.04
89968,10781,8531,12.74
89969,6264,973,4.81
89970,4499,4159,13.44
89971,665,372,19.40
89972,2000,8759,14.76
89973,1919,1441,8.99
89974,125,9693,3.15
89975,2337,3541,7.86
89976,10353,837,3.54
89977,6349,4684,18.10
89978,1199,6203,11.75
89979,11335,8985,16.75
89980,9338,7144,0.20
89981,145,5841,8.48
89982,6596,4497,16.40
89983,4280,9989,5.74
89984,1176,7832,6.35
89985,9735,6137,11.11
89986,9474,7491,3.28
89987,2162,3005,2.97
89988,8803,2615,19.45
89989,6533,6781,16.87
89990,4661,4848,19.49
89991,9253,5423,4.66
89992,4749,3044,3.27
89993,1625,8540,12.65
89994,5059,2326,16.80
89995,238,5895,8.87
89996,1573,3954,11.42
89997,10785,9095,17.62
89998,4273,3261,5.17
89999,10747,4040,12.15
90000,1293,70,16.48
90001,5198,3354,5.98
90002,10442,5283,3.31
90003,10523,3671,8.82
90004,257,3852,10.42
90005,626,10842,13.23
90006,9342,6671,15.73
90007,8891,9032,16.95
90008,1679,1693,10.98
90009,924,2719,0.20
90010,154,4903,19.81
90011,1782,6913,17.88
90012,6700,4499,16.16
90013,1235,9440,0.56
90014,33,6244,11.84
90015,1948,10220,7.57
90016,8740,770,2.63
90017,1129,2194,15.43
90018,1215,1431,8.57
90019,2131,6532,14.41
90020,6825,10684,11.73
90021,6939,8317,10.44
90022,327,3331,5.61
90023,1779,3445,6.63
90024,6150,5673,6.65
90025,8988,10812,12.83
90026,6389,9808,3.81
90027,10328,10864,13.29
90028,6992,5454,4.67
90029,1255,10616,11.05
90030,4251,6101,10.47
90031,2304,6009,9.64
90032,1139,10533,10.30
90033,1567,3075,3.28
90034,9217,8443,11.52
90035,8411,9314,19.32
90036,2301,3681,8.68
90037,895,3817,9.88
90038,1121,10243,7.62
90039,4950,9683,2.59
90040,5519,1180,6.16
90041,9615,3501,7.02
90042,5396,6049,9.90
90043,8326,110,16.52
90044,8847,3542,7.36
90045,6732,6336,12.47
90046,11430,1622,10.09
90047,9420,4677,17.52
90048,5119,3482,6.77
90049,9261,2007,13.51
90050,9578,9291,18.97
90051,339,507,0.02
90052,5047,8181,8.97
90053,4781,7786,5.40
90054,4491,6295,12.00
90055,624,6381,12.76
90056,662,3346,5.46
90057,2448,6888,17.30
90058,5259,2581,18.58
90059,10350,1216,6.30
90060,1092,7031,18.55
90061,6759,10053,5.70
90062,11433,4053,11.77
90063,8194,7901,6.33
90064,313,3739,8.91
90065,4,10457,9.29
90066,109,5548,5.16
90067,9360,4641,16.99
90068,7144,717,1.72
90069,9062,7833,5.67
90070,4441,1590,9.55
90071,9629,4351,14.35
90072,5243,94,16.06
90073,9266,3968,10.86
90074,5274,7795,5.23
90075,2477,8491,11.49
90076,5415,4874,18.97
90077,2214,8463,11.23
90078,6260,1188,5.84
90079,9387,6293,11.72
90080,9464,6795,16.22
90081,2269,8023,7.25
90082,4585,2647,18.93
90083,10349,10147,6.30
90084,4351,8727,13.54
90085,4513,7459,2.12
90086,7280,8502,11.49
90087,6350,7004,18.03
90088,9490,7159,19.39
90089,1585,8734,13.55
90090,10303,5465,4.16
90091,2409,9525,0.65
90092,5564,5594,5.30
90093,2121,10984,13.74
90094,1631,1379,7.41
90095,649,9533,0.68
90096,6873,4254,13.22
90097,6189,3504,6.46
90098,11431,10098,5.71
90099,375,2168,14.44
90100,552,7018,18.00
90101,11434,7476,2.11
90102,2137,6971,17.54
90103,1445,8568,11.89
90104,472,4307,13.59
90105,2116,1425,7.68
90106,1275,5938,8.24
90107,5106,9967,4.44
90108,8239,10232,6.82
90109,469,10098,5.61
90110,2283,1441,7.80
90111,184,7557,2.77
90112,5425,5251,2.04
90113,4143,8669,12.75
90114,1186,3820,9.17
90115,4569,9016,15.85
90116,10512,4964,19.43
90117,547,7103,18.65
90118,11027,1640,9.54
90119,8581,4270,13.17
90120,525,2989,1.65
90121,9314,1481,8.09
90122,330,9077,16.35
90123,1519,5311,2.50
90124,4556,1469,7.97
90125,11348,9229,17.71
90126,1399,3368,5.03
90127,11332,4721,17.17
90128,1881,385,18.17
90129,1148,8296,9.26
90130,1854,8325,9.51
90131,1543,3337,4.68
90132,4700,2184,14.31
90133,2067,2549,17.58
90134,1201,11032,13.81
90135,875,4732,17.20
90136,6528,5410,3.28
90137,5548,8047,6.99
90138,9274,2009,12.72
90139,10596,3526,6.34
90140,5252,1098,4.51
90141,9076,541,19.50
90142,9714,10123,5.61
90143,7126,7787,4.60
90144,10421,1364,6.88
90145,8522,6086,9.28
90146,11341,6150,9.84
90147,6818,1488,7.95
90148,10611,7121,18.56
90149,732,4530,15.27
90150,36,7170,18.99
90151,9325,8283,8.99
90152,830,10828,11.86
90153,4948,9360,18.67
90154,9306,10607,9.87
90155,8627,1929,11.88
90156,1489,4849,18.09
90157,9571,8093,7.22
90158,61,2057,12.96
90159,714,4045,10.82
90160,10445,43,14.85
90161,421,7736,3.98
90162,2310,9881,3.26
90163,9703,9897,3.38
90164,1225,5604,4.80
90165,6273,528,19.18
90166,10294,387,17.90
90167,8853,5291,1.97
90168,6794,2096,13.23
90169,5586,9123,16.38
90170,1501,3607,6.80
90171,1729,6280,10.81
90172,5049,2068,12.96
90173,5426,1822,10.73
90174,8432,11011,13.32
90175,283,7826,4.69
90176,6864,4749,17.03
90177,1897,10067,4.83
90178,2492,4515,14.92
90179,9755,3862,9.05
90180,7052,9760,2.05
90181,1141,3697,7.56
90182,9568,3337,4.32
90183,9527,10141,5.46
90184,353,6539,13.07
90185,4751,1298,5.97
90186,1266,10250,6.42
90187,19,2024,12.49
90188,1947,9861,2.92
90189,9788,10711,10.55
90190,14,1133,4.44
90191,8427,6578,13.37
90192,6633,9006,15.18
90193,1686,10405,7.74
90194,5000,5011,19.25
90195,7248,2387,15.66
90196,4659,3822,8.52
90197,2089,7434,0.97
90198,9505,5682,5.22
90199,10755,2161,13.57
90200,2033,6933,16.44
90201,5021,3110,2.07
90202,4716,10008,4.05
90203,5451,646,19.91
90204,731,7366,0.31
90205,7040,5518,3.69
90206,8585,6163,9.48
90207,9330,3815,8.38
90208,5442,8226,8.01
90209,6702,7458,1.10
90210,7051,3327,3.96
90211,881,1285,5.61
90212,9422,9902,3.05
90213,4660,2416,15.77
90214,1248,10127,5.07
90215,6817,1854,10.70
90216,9347,217,15.99
90217,8919,9532,19.69
90218,8845,9609,0.38
90219,11338,1215,4.94
90220,1214,1052,3.47
90221,2369,5655,4.84
90222,989,2339,15.04
90223,6356,9095,15.74
90224,10373,6597,13.29
90225,6607,2088,12.77
90226,1934,4238,12.08
90227,5497,2892,19.97
90228,5344,4105,10.87
90229,1552,904,2.10
90230,8510,9632,0.52
90231,1294,355,17.15
90232,532,9946,3.34
90233,1224,4352,13.06
90234,9411,7193,18.59
90235,8530,6661,13.81
90236,2152,10506,8.37
90237,5129,3014,1.03
90238,4423,9252,17.09
90239,9084,1131,4.10
90240,2096,4236,11.99
90241,9456,2173,13.44
90242,7317,2641,17.63
90243,10379,7320,19.67
90244,4346,8257,8.06
90245,8545,5200,0.59
90246,2026,6875,15.62
90247,4543,2512,16.40
90248,5262,2906,19.92
90249,2143,9822,2.08
90250,10254,1454,6.87
90251,9586,9198,16.45
90252,7167,4516,14.35
90253,6556,8668,11.65
90254,7220,2723,18.21
90255,10290,7642,2.41
90256,767,1252,4.98
90257,9679,7672,2.67
90258,4434,6364,10.91
90259,6968,5205,0.50
90260,4756,1943,11.17
90261,10395,8767,12.50
90262,9748,5781,5.66
90263,5383,5870,6.45
90264,4962,75,14.37
90265,97,6197,9.38
90266,7119,1663,8.61
90267,10622,9492,18.96
90268,10631,457,17.75
90269,5339,3659,6.52
90270,10553,10421,7.28
90271,10832,1460,6.75
90272,8346,9789,1.59
90273,6524,109,14.59
90274,11426,3029,0.84
90275,1683,2720,18.05
90276,5325,10883,11.41
90277,6572,6334,10.53
90278,10615,4872,17.39
90279,9423,710,19.97
90280,5446,3228,2.59
90281,1702,10043,3.84
90282,2173,1765,9.43
90283,641,7777,3.46
90284,9024,886,1.53
90285,6182,10485,7.79
90286,1471,6167,8.95
90287,4634,8233,7.50
90288,6777,1338,5.52
90289,10749,2351,14.62
90290,10397,7207,18.26
90291,7166,8971,14.09
90292,1282,8769,12.27
